,text,search_term,related,sentiment1,sentiment2,sentiment3
6137,Concerned Netflix users demand trigger warning be added to beginning of sensitive new film ,Netflix,1.0,1.0,-0.5,0.0
6140,Concerned All the Bright Places viewers urge Netflix to add trigger warning ,Netflix,1.0,-1.0,0.0,0.0
6146,"Netflix can’t match us on kids' TV, says BBC children's director ",Netflix,1.0,1.0,-0.5,-0.5
6147,Netflix launches $100m coronavirus relief fund for out-of-work creatives,Netflix,1.0,1.0,0.0,0.5
6148,Australian government asks Netflix and Stan to reduce data to avoid broadband overload ,Netflix,1.0,0.5,-0.5,0.0
6149,Netflix to slow Europe transmissions to avoid broadband overload ,Netflix,1.0,1.0,-0.5,0.0
6153,"Netflix could never replace BBC, says Tony Hall ",Netflix,1.0,1.0,0.0,0.0
6156,YouTube and Netflix are cutting streaming quality in Europe due to coronavirus lockdowns ,Netflix,1.0,-1.0,0.0,0.0
6157,Netflix CEO Reed Hastings talked with an EU official about how to keep the internet running smoothly ,Netflix,1.0,1.0,0.0,0.0
6160,"""An IPO is like high school graduation. It's big at the time, but with hindsight, it's only really a beginning of something else,"" Netflix CEO Reed Hastings said when the company went public. ",Netflix,1.0,-1.0,0.5,0.5
6165,How to watch 'One Day at a Time' Season 4 online now the show has moved from Netflix,Netflix,0.0,1.0,-0.5,0.0
6166,"How to watch the TV show and music videos of Joe Exotic, star of Netflix's 'Tiger King' ",Netflix,1.0,1.0,0.0,0.0
6167,"Tom Segura Is trying to upset you with his new Netflix special ""Ball Hog,"" and it's hilarious ",Netflix,1.0,-1.0,1.0,0.0
6168,Netflix's 'Tiger King' raises questions about tiger captivity. What are America's restrictions on owning big cats? ,Netflix,1.0,-1.0,0.0,0.0
6169,"Netflix's new documentary series 'Tiger King': where is Joe Exotic now, and is G.W. Animal Park still open to the public? ",Netflix,1.0,1.0,-0.5,0.0
6170,The true story behind Netflix's football drama 'The English Game' ,Netflix,1.0,1.0,-0.5,0.0
6172,Who stars in Netflix's 'The English Game'? ,Netflix,1.0,1.0,0.0,0.0
6173,"Here's the true story behind Netflix's ""Tiger King"" and Joe Exotic ",Netflix,1.0,1.0,0.0,0.0
6174,All you need to know about Julian Fellowes' new Netflix show 'The English Game' ,Netflix,1.0,1.0,0.0,0.0
6175,Everything you need to know about Octavia Spencer's Netflix series 'Self Made' ,Netflix,1.0,1.0,0.0,0.0
6176,Everything you need to know about Netflix's 'The Letter for the King' ,Netflix,1.0,1.0,0.0,0.0
6178,How Netflix's new reality programming eerily predicted the pandemic ,Netflix,1.0,1.0,0.0,0.0
6183,Will there be another season of 'Castlevania' on Netflix and when will it be out? ,Netflix,1.0,0.0,0.5,0.0
6184,Who stars in Netflix's Mark Wahlberg movie 'Spenser Confidential'? ,Netflix,1.0,1.0,0.0,0.0
6187,"Horror fans, make sure to check out CM Punk's 'Girl on the Third Floor' on Netflix ",Netflix,1.0,1.0,0.0,0.0
6191,Netflix and YouTube limit access to high-definition content to customers in Europe ,Netflix,1.0,0.5,-0.5,-0.5
6192,.@YouTube and @Netflix have said they will reduce the streaming quality of videos to avoid straining the internet due to the unprecedented usage during the #coronavirus pandemic,Netflix,1.0,0.5,-0.5,0.0
6193,Coronavirus: YouTube and Netflix to reduce streaming quality to stop internet from breaking ,Netflix,1.0,0.5,-0.5,0.0
6195,"New Netflix action flick Spenser Confidential is “basic” but is it bad? @skykatiespencer, @wongie1 and @scoopdoggsky have reviewed it on the latest episode of the #Backstage podcast. Listen and subscribe here:",Netflix,1.0,1.0,0.0,0.0
6197,Netflix has agreed to reduce the amount of data used by its streaming platform across Europe after the European Commission and some European telecoms companies issued concerns over a broadband crash due to more people using internet at home ,Netflix,1.0,0.5,-0.5,0.0
6198,Your self-quarantine experience can get even harder. The EU has asked streaming companies such as Netflix and YouTube to limit their services in order to prevent the continent’s broadband networks from crashing ,Netflix,1.0,0.5,-0.5,-0.5
6205,"Murder, madness and tigers: behind the year's wildest Netflix series ",Netflix,1.0,0.5,-1.0,0.0
6208,Lost Girls review – well-intentioned but plodding Netflix true crime drama ,Netflix,1.0,1.0,,0.0
6209,BBC boss says Netflix could never replace public broadcaster ,Netflix,1.0,1.0,-0.5,-0.5
6210,'It took me nine months to get over it': the stars of Love is Blind on life after the Netflix hit ,Netflix,1.0,-1.0,,0.0
6214,"As with anything in the Netflix show, it's complicated. ",Netflix,1.0,1.0,-1.0,0.0
6215,"John Oliver revises a 2016 comment about the subject of ""Tiger King"" on Netflix.",Netflix,1.0,1.0,0.0,0.0
6217,Netflix subscribers apparently want pandemic shows. ,Netflix,1.0,1.0,0.0,0.0
6218,The coronavirus appears to be affecting what Netflix subscribers watch. ,Netflix,1.0,1.0,0.0,0.0
6230,"What to know about ""Tiger King,"" the shocking Netflix series that has captivated the Internet ",Netflix,1.0,-1.0,1.0,0.5
6232,Streaming giant Netflix announced Thursday it would slow down its streaming quality in Europe to alleviate possible strain on the continent’s Internet infrastructure as more people are staying at home ,Netflix,1.0,0.5,-0.5,0.0
6234,Perspective: I’ve been working from home for eight days. The Netflix-and-quarantine life is not that chill. ,Netflix,1.0,1.0,-0.5,0.0
6236,Streaming platforms including Netflix and YouTube have been forced to throttle video quality in Europe amid unprecedented demand. ,Netflix,1.0,1.0,-0.5,0.0
6243,"The wild true story behind Netflix’s new docuseries ""Tiger King: Murder, Mayhem and Madness"" ",Netflix,1.0,0.5,-1.0,0.0
6250,"""Lost Girls,"" a mystery film that arrives on Netflix today, is a dramatized account of an unresolved true crime story about a serial killer on New York’s Long Island ",Netflix,1.0,-1.0,1.0,0.0
6254,"From “Love Is Blind” to “The Circle,” Netflix is getting terrifyingly good at reality TV ",Netflix,1.0,0.0,1.0,1.0
6258,"In the roughly two weeks that the new reality dating series “Love Is Blind” has been streaming on Netflix, critics have called it everything from “offensive to human dignity” to utterly “bonkers.” Fans, in the meantime, can’t look away. ",Netflix,1.0,1.0,-1.0,-1.0
6260,Netflix to reduce traffic in Israel by 25% to help ISPs,Netflix,1.0,0.5,-0.5,0.0
6261,Netflix to reduce quality of streams in Israel ,Netflix,1.0,0.5,-0.5,0.0
6263,Netflix to slash traffic across Europe to relieve virus strain on internet providers ,Netflix,1.0,0.5,-0.5,0.0
6264,"Netflix and YouTube switch off HD streaming in the E.U. to ease stress on the internet infrastructure at a time when it is needed for healthcare systems, online learning and other critical services ",Netflix,1.0,1.0,-1.0,0.0
6270,Netflix to cut European traffic by 25% due to coronavirus,Netflix,1.0,0.5,-0.5,-0.5
6275,"“Queen Sono”, a new Netflix show, was filmed in 37 locations—around Johannesburg and Lagos as well as in Kenya and Tanzania",Netflix,1.0,1.0,0.0,0.0
6279,Netflix and YouTube will reduce streaming quality in Europe for at least the next month to prevent the internet collapsing under the strain of unprecedented usage due to the coronavirus pandemic ,Netflix,1.0,1.0,-0.5,0.0
6281,YouTube has joined Netflix in reducing streaming quality across Europe to make sure the internet doesn't go down ,Netflix,1.0,1.0,-0.5,0.0
6288,Monica Aldama is a coach you don't want to mess with or disappoint. She's very much the star of Netflix's latest hit 'Cheer.' The six-part series reveals the world of competitive cheerleading and has changed the way thousands of people view the sport. ,Netflix,1.0,-1.0,1.0,0.0
6289,"""I know where my heart is."" Tough-as-nails cheerleading coach Monica Aldama on life after Netflix's ""Cheer:"" ",Netflix,1.0,0.0,1.0,0.0
6296,"In Opinion @craftingmystyle writes about the Netflix show ""Love Is Blind"": ""It’s a show at odds with itself; the central question is flawed and the warp-speed execution is cynical. And yet somehow the cast, even in their lowest moments, seemed pure."" ",Netflix,1.0,0.0,,-0.5
6297,"In “Alive From New York” on Netflix, Pete Davidson's new comedy special, he captures a mood that’s increasingly common in modern comedy for a generation wracked by anxiety ",Netflix,0.0,1.0,,0.0
6299,"Netflix is pausing scripted TV and film production in the US and Canada for two weeks due to government restrictions and health and safety precautions, a source says ",Netflix,1.0,0.5,-0.5,-0.5
6300,"JUST IN: New York Gov. Andrew Cuomo: ""There will be a moratorium on evictions, residential or commercial, for 90 days... I know that we're going to put people out of work with what I did, I want to make sure I don't put them out of their house.""",New Residential,0.0,-1.0,,0.0
6302,Vanguard’s $55bn fixed income ETF hit by price dislocation,Vanguard,1.0,1.0,-1.0,-1.0
6303,"From medics, community workers, to officials, members of the Communist Party of China play the vanguard roles in China's #coronavirus fight. #COVID19",Vanguard,0.0,1.0,,0.0
6304,"Stocks making the biggest moves midday: Penn National Gaming, Red Robin, Starbucks, Domino's &amp; more ",PENN,1.0,1.0,0.0,0.0
6305,Actor Sean Penn says in op-ed that U.S. military should intervene in coronavirus fight ,PENN,0.0,-1.0,0.0,0.0
6306,"The US military would be superb at fighting coronavirus. Let's use it, say Ann and Sean Penn of @COREResponseOrg ",PENN,0.0,1.0,0.0,0.0
6307,Yeshiva University beat Penn State Harrisburg 102-83 to reach the Sweet 16 of the NCAA Division III Tournament for the first time in the history of the Jewish Orthodox institution.,PENN,0.0,1.0,0.0,0.0
6309,AMC releases trailer for temporary Walking Dead finale which is delayed because of coronavirus ,AMC,1.0,-1.0,0.0,-0.5
6310,AMC CEO: Movie theaters need government aid 'right now' as screens go dark due to coronavirus ,AMC,1.0,1.0,-1.0,-0.5
6311,"AMC is limiting how many people can see a movie at one time, more theaters could be next ",AMC,1.0,1.0,-1.0,0.0
6312,Norman Reedus on 10 years of 'The Walking Dead' and how Cher is his dream guest on AMC's 'Ride',AMC,1.0,-1.0,0.0,0.0
6314,AMC Theatres cutting capacity by at least 50% due to COVID-19.,AMC,1.0,0.5,-1.0,-1.0
6317,"Beginning Saturday through April 30, AMC Theatres will cap ticket sales for each of its auditoriums to an amount equal to 50% of the normal seating capacity",AMC,1.0,1.0,-1.0,-0.5
6325,"Nokia says Alcatel compliance review ongoing, risks limited ",Nokia,1.0,0.5,-1.0,-1.0
6336,Lyft advises San Francisco employees to go home after coronavirus concerns ,LYFT,1.0,1.0,0.0,0.0
6356,A Lyft driver in San Francisco whose payout has plunged by half wondered: “What am I going to do to pump gas and feed my kids tomorrow?” ,LYFT,1.0,1.0,-1.0,0.0
6359,"Lashana Lynch, who plays new spy Nomi said she would feel ""uncomfortable"" playing a ""Bond Girl"" ",SPY,0.0,-1.0,0.0,0.0
6363,"The SPY ETF plummeted 9% in the premarket, signaling that a “circuit breaker” will be triggered shortly after the regular session starts. $SPY",SPY,1.0,0.5,-1.0,-1.5
6364,Former Secret Service Special Agent and @BravoTV Spy Games Assessor @EvyPoumpouras took the pledge to get invested in her physical health. You can get invested too at ,SPY,0.0,1.0,0.0,0.0
6367,Putin: A Russian Spy Story review – 'schoolyard thug' who became an unstoppable leader ,SPY,0.0,1.0,0.0,0.0
6369,"""Aim was to improve services, not spy"": Centre denies call surveillance ",SPY,0.0,1.0,0.0,0.0
6370,Perspective: The CIA rigged foreign spy devices for years. What secrets should it share now? ,SPY,0.0,1.0,0.0,0.0
6372,A Senate bill requiring 5G security review reflects concerns that foreign countries could spy on data flowing through U.S. telecom networks,SPY,0.0,1.0,0.0,0.0
6381,"Uighur Muslims sent to work in Chinese factory that supplies Nike, report finds ",Nike,1.0,1.0,-1.0,0.0
6383,Nike learned a lesson in China: Some want to sweat away their coronavirus stress ,Nike,1.0,1.0,0.0,-0.5
6385,"Stocks making the biggest moves after hours: Nike, Square, Boeing &amp; more ",Nike,1.0,1.0,0.0,0.0
6387,Nike earnings: Here's what to watch as coronavirus outbreak worsens (via @TradingNation),Nike,1.0,0.0,-1.0,0.0
6396,"So many of the brand names we talk about — Adidas, Nike, Abercrombie — have all sourced product out of Vietnam, and have been doing so for years. But what happens when they up their orders? ",Nike,1.0,1.0,-0.5,0.0
6400,Nike to review supply chains in China after reports Uighurs forced to make shoes ,Nike,1.0,1.0,-1.0,0.0
6402,China compels Uighurs to work in shoe factory that supplies Nike ,Nike,1.0,1.0,-1.0,0.0
6406,Adidas joins Nike in announcing store closures over coronavirus ,Nike,1.0,1.0,-1.0,-1.0
6422,"India's health ministry said in a statement that all existing visas will ""stand suspended"" until April 15.",Visa,0.0,-1.0,0.0,0.0
6424,Home Office to extend visas of foreign nationals unable to return home due to coronavirus ,Visa,0.0,-1.0,0.0,0.0
6425,Home Office says foreign nationals who cannot return home can extend visas ,Visa,0.0,-1.0,0.0,0.0
6426,Bribing with visas? ,Visa,0.0,-1.0,0.0,0.0
6428,US embassies and consulates to cancel all routine visa appointments in most countries over #coronavirus #BREAKINGonRT ,Visa,0.0,-1.0,0.0,0.0
6429,"Switzerland expands border controls, stops issuing visas #coronavirus ",Visa,0.0,-1.0,0.0,0.0
6431,Two million temporary visa holders in Australia left in limbo by coronavirus travel standstill ,Visa,0.0,-1.0,0.0,0.0
6432,"China reports one new local coronavirus case in three days, bars foreigners even with visas ",Visa,0.0,-1.0,0.0,0.0
6434,India temporarily suspends almost all visas to stop coronavirus spread ,Visa,0.0,-1.0,0.0,0.0
6437,We follow one of the last Syrian refugee families to be granted a US visa before Trump's travel ban began in 2017,Visa,0.0,-1.0,0.0,0.0
6439,Morrison government urged to help temporary visa holders 'trapped' in Australia ,Visa,0.0,0.5,0.0,0.0
6441,Keneally says surge in visitors on tourist visas claiming asylum exposes 'dire' system ,Visa,0.0,0.5,0.0,0.0
6442,"US State Dept.: ""In response to significant worldwide challenges related to the COVID-19 pandemic, the Department of State is temporarily suspending routine visa services at all U.S. Embassies and Consulates.""",Visa,0.0,-1.0,0.0,0.0
6443,The US has stopped conducting visa interviews for temporary farmworkers from Mexico who want to work in the US. ,Visa,0.0,1.0,0.0,0.0
6444,"All 65,000 H-1B work visas for 2021 taken, says US.",Visa,0.0,-1.0,0.0,0.0
6447,Centre extends visas of foreigners in India till April 15 amid #coronavirus scare.,Visa,0.0,1.0,0.0,0.0
6448,"Who's allowed, who's not? FAQs on Indian visa restrictions over #coronavirus. ",Visa,0.0,0.5,0.0,0.0
