,text,search_term,label0
6764,"Walmart announced an emergency leave policy after one of its store associates in Cynthiana, Kentucky, tested positive for coronavirus, according a memo from Walmart CEOs ",Walmart,1
6766,Sony reveals new technical information ,Sony,1
6767,Latest updates as Sony reveals the PlayStation 5,Sony,1
6770,Sony Pictures pushes 'Peter Rabbit 2' release to August amid coronavirus disruption,Sony,1
6771,Sony Pictures temporarily shuts offices in three European cities over coronavirus ,Sony,1
6773,"""Magic has no gender,"" the ""Pose"" actor said of his role in Sony's forthcoming adaptation of the fairy tale. ",Sony,1
6774,Analysis | Horizon: Zero Dawn is coming to PC. Will PC players follow Sony back to PlayStation? ,Sony,1
6778,"""It is essential to remember, that new and exciting ideas are often born in times of trauma – Microsoft and Amazon were both born in downturns"" | writes Leigh Himsworth ",Microsoft,1
6779,Microsoft wants to 'read people's brain waves' to mine cryptocurrency ,Microsoft,1
6783,Microsoft’s stock rises after company reports 15% sales jump.,Microsoft,1
6784,Microsoft set to report earnings after the bell ,Microsoft,1
6787,Microsoft technology chief explains how A.I. could someday help rural people get through a pandemic ,Microsoft,1
6790,"Here’s the breakdown of Big Tech's Q1 lobbying spend: -Facebook: $5.3 million, up 19% from last quarter -Amazon: $4.3 million, up 3% -Microsoft: $2.4 million, up 0.2% -Apple: $2.2 million, up 18% -Google: $1.8 million, down 34%",Microsoft,1
6791,Microsoft hires former GE exec to work with health companies in the midst of coronavirus pandemic ,Microsoft,1
6792,"Today, Nintendo is part of a crowded video game market and competes with Sony, Microsoft, Apple and Google. But the company has been around for 130 years, so how has it been able to stay relevant for so long?",Microsoft,1
6793,For subscribers: Analysts say buy these top stocks like Netflix and Microsoft into earnings ,Microsoft,1
6794,"China's Alibaba to invest $28.2 billion in cloud infrastructure as it battles Amazon, Microsoft",Microsoft,1
6795,Microsoft launches 'plasmabot' to encourage people who recovered from Covid-19 to donate plasma,Microsoft,1
6796,Your weekend brief: Analysts say buy these top stocks like Netflix and Microsoft into earnings ,Microsoft,1
6799,Microsoft president: Relationship with Bill Gates still 'very deep' ,Microsoft,1
6805,LISTEN to our conversation with Microsoft co-founder and billionaire philanthropist Bill Gates — covering everything from the race for a coronavirus vaccine to when businesses will reopen. Listen and subscribe to the Squawk Pod podcast by @SquawkCNBC here: ,Microsoft,1
6806,Microsoft won’t be coming out with its Surface Neo dual-screened PC in time for the holiday season as originally planned. ,Microsoft,1
6807,Microsoft won't release its Surface Neo dual-screen PC later this year ,Microsoft,1
6808,Microsoft co-founder Bill Gates called the coronavirus pandemic a “nightmare scenario.” ,Microsoft,1
6809,"Next frontier in Microsoft, Google, Amazon cloud battle is over a world without code ",Microsoft,1
6811,Could Microsoft’s climate crisis ‘moonshot’ plan really work? ,Microsoft,0
6812,"""We commend your leadership and the proactive measures you and your government have taken to flatten the curve of the #COVID19 infection rate in India"": Microsoft co-founder and philanthropist Bill Gates writes to PM Modi",Microsoft,1
6813,"Microsoft's Teams sets record with 2.7 billion ""meeting minutes"" in a day",Microsoft,1
6814,Microsoft CEO Satya Nadella's wife donates Rs 2 crore to 'PM-CARES' fund,Microsoft,1
6815,The UN Children's Fund (UNICEF) and Microsoft Corp. announce the expansion of a global learning platform to help children and youth affected by COVID-19 continue their education at home.,Microsoft,1
6816,"Microsoft, Apple, Amazon, Alphabet and Facebook make up 20% of the value of the S&amp;P 500, the most powerfully concentrated handful of stocks since the 1970s",Microsoft,1
6821,Microsoft billionaire Bill Gates said that his foundation was funding the construction of factories for seven coronavirus vaccine candidates ,Microsoft,1
6822,"Microsoft revenue beats as remote work boosts Teams, Windows ",Microsoft,1
6830,Apple and Microsoft drove Wall Street higher as investors finished a turbulent week of trading ,Microsoft,1
6837,"Demand for video calling continues to surge, Microsoft and others say ",Microsoft,1
6839,BlackRock's Aladdin investment management platform to be hosted on Microsoft's cloud ,Microsoft,1
6840,"Zoom takes lead over Microsoft Teams, as the cornonavirus-driven stay-at-home lifts demand for video conferencing platforms ",Microsoft,1
6842,Zoom takes lead over Microsoft Teams as coronavirus keeps Americans at home ,Microsoft,1
6843,The world’s biggest tech firm wants to do the unthinkable—liberate data. @JeniT of @ODIHQ tells @KnCukier that Microsoft’s embrace of open data is a significant change ,Microsoft,1
6845,"Writing in The Economist, Microsoft's cofounder @BillGates suggests that covid-19 will encourage leaders to develop institutions to prevent the next pandemic",Microsoft,1
6846,"On this week’s “Babbage” podcast: Microsoft embraces open data, the potential of mass testing to fight covid-19 and a megadrought in the American West",Microsoft,1
6847,Microsoft is not alone in its newfound fondness for sharing in the age of the coronavirus ,Microsoft,1
6852,Microsoft is giving its workers an additional three months of paid parental leave to deal with extended school closures due to the coronavirus outbreak ,Microsoft,1
6855,"Bill Gates, the Microsoft co-founder turned philanthropist, has now become the star of an explosion of conspiracy theories about the coronavirus outbreak ",Microsoft,1
6857,Volkswagen and Ford said they have already introduced emergency measures to help customers #Coronavirus #Covid19 #CoronaLockdown,Ford,1
6859,Premier Doug Ford has personally called on big-city residents to stay in their hometowns but locals in Ontario's lakeside towns say the tourists don't seem to be listening. ,Ford,0
6860,"Provincial health experts are expected to provide a briefing Friday on modelling projections for the spread of COVID-19 in Ontario. ""It's going to be a real sobering discussion,"" said Premier Doug Ford.",Ford,0
6864,Tom Ford explains how to look good on video calls ,Ford,0
6870,Ford warns of $2 billion loss in first quarter due to coronavirus pandemic,Ford,1
6873,Ford to begin producing respirators for health-care workers at Michigan plant ,Ford,1
6875,Ford shares fall on first-quarter revenue warning ,Ford,1
6876,"The face shield has become the PPE of choice for non-medical makers during the outbreak, and big companies including Apple, Ford, and Nike are pitching in to help make them. ",Ford,1
6878,Ford's first-quarter sales drop 12.5% amid coronavirus pandemic,Ford,1
6879,"Harrison Ford is under FAA investigation for plane operation blunder — yes, again ",Ford,0
6880,Ford recalls small group of workers in preparation for factory reopenings ,Ford,1
6884,Ford and General Motors said they are racing to manufacture as many ventilators as possible. But their relatively late start means the bulk of their production could come after the peak of coronavirus cases hits the country. ,Ford,1
6886,"Hundreds of workers at Ford, General Motors, Toyota and other companies have offered to work in a wartime-like effort to stem shortages of protective medical gear and equipment. ",Ford,1
6888,Harrison Ford investigated after piloting plane across active runway ,Ford,0
6890,"To fight the coronavirus, Ford is planning to manufacture ventilators. This isn't the first time the automaker has made medical devices ",Ford,1
6895,Ford and GM assembly-line workers trade power tools for tweezers to mass-produce ventilators. Will they arrive in time to save lives? ,Ford,1
6901,Ford to issue debt securities after virus triggers $2 billion loss,Ford,1
6902,Ford's three-part unsecured debt offering worth $8 billion: IFR,Ford,1
6903,Ford warns of $2 billion quarterly loss as coronavirus outbreak hammers sales,Ford,1
6905,"Breakingviews - Corona Capital: Oil cheerleading, Mortgaging Ford ",Ford,1
6907,Ford expects coronavirus shutdown to cause $600 million quarterly loss,Ford,1
6908,Ford making masks to protect workers against COVID-19,Ford,1
6911,Ford CEO Hackett received $17.4 million in 2019 compensation,Ford,1
6912,Ford to build face shields at Brazil and Argentina car plants ,Ford,1
6915,Actor and longtime aviation enthusiast Harrison Ford was piloting a plane at the Hawthorne Airport in Los Angeles on April 24 when he crossed a runway where another aircraft was landing.,Ford,0
6916,"Ford lost $2 billion in the first quarter, and it warned investors Tuesday that its finances will be far worse in the current quarter",Ford,1
6918,Ford engineers are working on electric Mustang SUVs in their own garages due to the coronavirus pandemic ,Ford,1
6920,"Hydroxychloroquine will be used in a trial of 3,000 patients at Henry Ford Hospital in Detroit, Michigan, and the results will be tracked in a formal study, Vice President Mike Pence announced on Sunday.",Ford,0
6923,"US coronavirus death toll passes 9,100. Louisiana may run out of ventilators soon, the governor says. And Ford is making lots of face shields. Follow live updates:",Ford,1
6924,"Jim Cramer reacts to AMD, Starbucks, Boeing, GE and Alphabet earnings reports ",GE,1
6925,New for subscribers: Top GE analyst Tusa on earnings report: 'This is a worse than expected result' ,GE,1
6926,"Stocks making the biggest moves in the premarket: Boeing, GE, ADP, Hasbro, LabCorp, Spotify &amp; more ",GE,1
6927,"Coronavirus live updates: GE warns of Q2 financial hit, Russia approaches 100,000 cases",GE,1
6928,"GE says first-quarter revenue declined 8%, expects this quarter to be worse because of pandemic",GE,1
6929,"WATCH: Vice President Mike Pence delivers remarks while visiting GE Healthcare in Madison, Wisconsin. ",GE,0
6933,"New for subscribers: GE is 'the most expensive value trap we have ever seen,' says top analyst Tusa ",GE,1
6934,Larry Culp on GE Aviation's coronavirus furlough: 'There will be another side' ,GE,1
6935,Correction: GE Aviation to furlough 50% its engine manufacturing staff as coronavirus weighs.,GE,1
6937,"Boeing, Airbus and their engine supplier GE outlined survival plans as their airline customers reeled from the coronavirus pandemic ",GE,1
6939,GE warns of more pain ahead as pandemic deals $1 billion cash hit,GE,1
